"","mass","int","logint"
"354",217.10725402832,64344.234375,11.072002611108
"355",217.158660888672,6053.32470703125,8.70836293843626
"356",217.179870605469,19047.84375,9.85470918517211
"357",218.110702514648,5134.1005859375,8.54365995335788
"358",219.13883972168,2237.63037109375,7.7131727148622
"359",219.174499511719,19047.3984375,9.85468580626837
"360",221.117248535156,9034.9697265625,9.10885785233588
"361",221.138473510742,4071.24609375,8.31170439711808
"362",221.153793334961,15382.8359375,9.64100761731653
"363",222.018661499023,2984.28930664062,8.00111690925161
"364",222.112518310547,8253.1259765625,9.01834731381188
"365",222.968902587891,6436.95166015625,8.7698103623392
"366",223.076049804688,3740.13427734375,8.22687679279717
"367",223.096527099609,11707.7099609375,9.36800287478008
"368",223.169342041016,10308.9921875,9.24077182126314
"369",223.783279418945,1948.5732421875,7.57485271308309
"370",224.128189086914,20882.49609375,9.9466665795715
"371",224.185501098633,6411.9267578125,8.76591509098992
"372",224.96614074707,3578.70068359375,8.18275507597333
"373",225.113006591797,2263.00219726562,7.72444761658562
"374",225.148635864258,9056.20703125,9.11120566140625
"375",225.184967041016,4629.8115234375,8.44027143857081
"376",225.220489501953,2686.50170898438,7.89599514630654
"377",226.18000793457,2269.19165039062,7.72717894590687
"378",227.128234863281,5837.11865234375,8.67199257262161
"379",227.164352416992,16779.919921875,9.72793820777352
"380",227.175491333008,33496.71875,10.4192027652548
"381",227.200347900391,8643.873046875,9.06460603066966
"382",227.983749389648,3305.8232421875,8.10344081118862
"383",228.122970581055,2327.01831054688,7.75234303200656
"384",228.134689331055,4360.6865234375,8.38038478345165
"385",228.178176879883,4181.12890625,8.33833656232113
"386",228.232086181641,5756.2734375,8.65804557165657
"387",228.309066772461,2236.50268554688,7.71266862365326
"388",228.439651489258,1801.69860839844,7.49648517023885
"389",228.832733154297,6078.81494140625,8.71256504500968
"390",228.853012084961,2205.97631835938,7.69892546465128
"391",228.89143371582,2136.583984375,7.66696356363749
"392",228.927551269531,2702.77319335938,7.90203363352886
"393",229.002258300781,2266.84497070312,7.72614426294777
"394",229.028671264648,4014.31225585938,8.29762131802458
"395",229.103546142578,2197.27563476562,7.69497352412633
"396",229.127151489258,1683.64794921875,7.42871811666356
"397",229.144760131836,3727.87426757812,8.22359344872872
"398",229.155517578125,2311.00170898438,7.74543634977405
"399",229.179794311523,308475.09375,12.6393963856811
"400",229.216430664062,4474.822265625,8.40622191274144
"401",229.330810546875,4467.150390625,8.40450598781584
"402",229.431869506836,2577.82885742188,7.85470279550104
"403",229.469985961914,2043.09704589844,7.62222209535291
"404",229.478439331055,1929.4658203125,7.56499846654894
"405",229.527603149414,5582.42236328125,8.62737807645796
"406",229.633758544922,2624.25268554688,7.87255144327325
"407",229.679412841797,2446.01953125,7.80221730119071
"408",230.183166503906,37908.46484375,10.5429297129331
"409",230.605255126953,1825.84289550781,7.50979701994406
"410",231.158721923828,4870.4326171875,8.49093804522926
"411",232.19010925293,2072.2861328125,7.63640768883187
"412",233.190093994141,3062.46948242188,8.02697688987986
"413",233.211242675781,20247.0234375,9.91576307098975
"414",234.133483886719,6021.08056640625,8.70302201827615
"415",234.214767456055,2617.80395507812,7.87009106019693
